Marca temporal;1. Utiliza habitualmente la página web de ATM;2. Le resultó simple la creación de su cuenta en Mis Trámites;3. Le resulta comprensible la sección de Mis Trámites;4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:;5. La información brindada por la página web de ATM es:;6. El boleto para pagar el año 2021 lo obtiene por:;Agregue aquí su sugerencia
4/16/2021 15:49:48;SI;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
4/16/2021 16:26:51;NO;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
4/16/2021 16:57:46;SI;SI;NO;Satisfactoria;Regular;Descarga de la página web de ATM;no cargar al querer ver el detalle del rodado o inmueble, sale error al querer ver 
4/16/2021 17:22:44;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/16/2021 17:45:36;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
4/16/2021 18:04:29;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/16/2021 18:32:26;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/16/2021 19:22:02;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;soy monotributista social deseo saber si tengo que inscribirme en ingresos brutos y como 
4/16/2021 19:23:43;SI;SI;SI;Satisfactoria;Muy Buena;Entrega en su domicilio real;
4/17/2021 14:04:55;SI;SI;NO;Nada satisfactoria;Regular;Descarga de la página web de ATM;ES MUY COMPLICADO SABER COMO SE PUEDE SELLAR UN PAGARE 
4/17/2021 15:01:53;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;Compre una moto nunca me llego la Patente anual  no figuro en ATM. Realice el reclamo 2 veces pero no recibo respuesta. No voy a pagar con intereses por que el error es de ATM-  La moto se patento tengo el titulo y tarjeta verde.
4/17/2021 21:47:23;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;EDEMSA ya hace lo mismo que ésta página solo con un número de whatsapp, debería simplificar los trámites de esa manera,  los adultos mayores están totalmente fuera de comprender este menu en su gran mayoría 
4/17/2021 23:58:40;SI;SI;NO;Nada satisfactoria;Buena;Entrega en su domicilio real;LAS INSPECCIONES DE FISCALIZAC.EXTERNA DEBERIAN TENER UN EXPTE. ELECT. DE FORMA Q SE PUEDA IR CHEQUEANDO EL AVANCE DE LA INSPECCION Y VER A TIEMPO SI SE EMITE UNA RESOLUCIÓN Y ESTAR A TIEMPO PARA PRESENTAR EL RECURSO ACLARATORIO 
4/18/2021 12:59:47;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
4/18/2021 20:18:51;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/19/2021 7:43:59;NO;SI;SI;Muy satisfactoria;Muy Buena;Entrega en su domicilio real;
4/19/2021 9:44:12;SI;SI;SI;Nada satisfactoria;Buena;ATM;NO SE PUEDE CARGAR TODOS LOS PEDIDOS DE PAGO DE SELLADOS. ALGUNOS NO SE PROCESAN Y LUEGO TENEMOS MUCHAS DEMORAS
4/19/2021 10:52:07;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;bajar costos
4/19/2021 11:16:16;SI;SI;NO;Satisfactoria;Muy Buena;Descarga de la página web de ATM;Agilizar las respuestas a solicitudes a traves del contacto por correo electronico.
4/19/2021 11:17:46;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/19/2021 11:19:14;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/19/2021 11:37:42;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/19/2021 12:14:11;SI;SI;SI;Satisfactoria;Buena;Entrega en su domicilio real;
4/19/2021 13:10:42;SI;SI;NO;Nada satisfactoria;Buena;Descarga de la página web de ATM;En Sellos seria importante que cuando hay algún error lo indiquen con claridad, ayudándonos con los pasos a seguir para solucionarlo a la brevedad
4/19/2021 14:34:00;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
4/19/2021 16:19:22;SI;NO;NO;Poco satisfactoria;Mala;Descarga de la página web de ATM;MEJORAR EL SISTEMA TAJUS PARA LA CORRECTA Y EFECTIVA LIQUIDACION DE TASA DE JUSTICIA
4/19/2021 17:43:45;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/19/2021 18:12:23;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
4/19/2021 18:53:06;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/19/2021 19:00:49;SI;SI;SI;Muy satisfactoria;Buena;Recepción por correo electrónico;
4/19/2021 19:14:31;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/19/2021 19:30:34;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/19/2021 19:39:45;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/19/2021 21:00:09;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/19/2021 22:35:28;SI;SI;SI;Muy satisfactoria;Buena;Entrega en su domicilio real;
4/19/2021 22:49:20;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
4/19/2021 23:05:10;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;Que se den respuestas en plazos relativamente razonables ya que en EE 22440-2021 no la he tenido despues de 20 dìas.
4/20/2021 10:08:56;NO;SI;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;
4/20/2021 10:11:43;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/20/2021 11:05:18;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;Es muy buena la página.
4/20/2021 11:15:01;SI;NO;SI;Satisfactoria;Muy Buena;CORREO Y DESCARGA WEB;PAGO EN CUOTAS SIN INTERES CON TARJETAS DE BANCO NACION (EMPLEADOS PUBLICOS)
4/20/2021 11:15:44;SI;SI;SI;Satisfactoria;Muy Buena;Recepción por correo electrónico;
4/20/2021 11:16:00;SI;NO;SI;Satisfactoria;Muy Buena;Recepción por correo electrónico;MORATORIA
4/20/2021 11:27:47;SI;SI;SI;Nada satisfactoria;Muy Buena;Descarga de la página web de ATM;Tuve que crear un reclamo para mi expediente electronico porque no tuve respuesta. hay un sector de chat habilitado, el cual no responden. dejo el expediente para ver si pueden apresurar algo EE-19686-2021
4/20/2021 11:32:39;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/20/2021 11:41:09;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/20/2021 11:45:33;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;PUSE QUE EL TRÁMITE FUE RESUELTO EN FORMA MUY SATISFACTORIA PERO AÚN NO LO SE PORQUE LO ACABO DE PRESENTAR
4/20/2021 11:54:48;NO;SI;SI;Satisfactoria;Buena;TODAVIA NO LO PAGO;SELLADO DE IMPUESTOS SEA DE MANERA PRESENCIAL
4/20/2021 12:11:13;SI;SI;SI;Poco satisfactoria;Regular;Descarga de la página web de ATM;
4/20/2021 12:24:49;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/20/2021 12:38:57;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/20/2021 12:57:57;SI;SI;NO;Nada satisfactoria;Regular;Descarga de la página web de ATM;Resolver las páginas de Error de forma urgente, es un punto ciego en el resultado de un trámite.
4/20/2021 13:27:32;SI;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;
4/20/2021 13:29:54;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
4/20/2021 13:46:46;NO;SI;SI;Satisfactoria;Regular;ATM PERSONAL;EN REALIDAD NO PUEDO ENTENDER PORQUE PARA COBRAR ESTA REGULADO PARA ALGUNOS CASOS CON DGR Y PARA OTROS NO EL TRAMITE EN DGR ES EN VANO NO CREO QUE SEA FALLA TECNOLOGICA
4/20/2021 14:42:30;NO;SI;SI;Satisfactoria;Buena;a;
4/20/2021 14:52:27;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/20/2021 14:59:41;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/20/2021 15:50:23;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Como agente de retención sería oportuno poder visualizar las exenciones de los contribuyentes  que  tienen relación con la entidad.
4/20/2021 15:55:58;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/20/2021 16:01:42;SI;SI;SI;Satisfactoria;Muy Buena;Pago Mis Cuentas;
4/20/2021 16:04:26;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
4/20/2021 16:42:01;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
4/20/2021 17:14:01;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/20/2021 17:44:25;SI;SI;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;DEBERÍA TENER AYUDA ATRAVES ASISTENTE DE PERSONA, PARA GUIAR AL CONTRIBUYENTE POR ESCRITO NO ES SUFICIENTE HAY PERSONAS QUE NO SABEN HACERLO 
4/20/2021 18:37:49;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
4/20/2021 20:34:15;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;la pestaña de formulación de trámite on line sería más visible en el mismo encabezado  y me caducó la sesión porque creí que la redacción de la nota se hacía en la misma página: sugeriría que pongan antes de iniciar un expediente un  aviso que diga al usuario que haga la nota en word u otro formato para ser adjuntada 
4/20/2021 20:59:39;SI;SI;SI;Muy satisfactoria;Regular;Descarga de la página web de ATM;
4/21/2021 3:24:20;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/21/2021 9:13:26;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/21/2021 9:29:03;SI;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;
4/21/2021 9:33:39;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;"En cuatro meses no se movió el expediente  ID 130184 Número de expediente EE-56348-2020.
"
4/21/2021 10:01:41;SI;SI;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;ES COMPLICADO OBTENER BOLETAS ANTERIORES DEL IMPUESTO INMOBILIARIO
4/21/2021 10:11:57;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/21/2021 11:10:50;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/21/2021 11:15:32;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/21/2021 11:30:18;NO;SI;SI;Muy satisfactoria;Muy Buena;.;
4/21/2021 11:31:12;SI;SI;SI;Satisfactoria;Muy Buena;Entrega en su domicilio real;
4/21/2021 11:32:17;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/21/2021 11:32:21;SI;SI;NO;Nada satisfactoria;Regular;Descarga de la página web de ATM;
4/21/2021 11:41:23;SI;SI;NO;Nada satisfactoria;Mala;en ningun lado;muy malo el servicio de atención al publico en forma personal no todo se puede solucionar en forma electrónica.
4/21/2021 11:56:04;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;Soy el contador del contribuyente. Algunas funcionalidades podrían ser mejoradas.
4/21/2021 12:01:02;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/21/2021 12:03:27;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/21/2021 12:16:58;SI;SI;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;tendría que ser mas amplia la explicación para realizar los tramites y un numero para que te atienda una persona real y explique cuando no se puede realizar un tramite virtual
4/21/2021 12:24:57;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/21/2021 12:44:47;NO;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;Diseño poco responsivo y con tecnologías antiguas. 
4/21/2021 13:05:58;NO;SI;SI;Muy satisfactoria;Muy Buena;es mi primera vez, y el boleto de pago nunca me llego al domicilio ni al correo;Quiero cambiar el domicilio no se como
4/21/2021 13:46:44;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
4/21/2021 13:59:28;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;
4/21/2021 14:27:04;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/21/2021 14:53:06;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
4/21/2021 14:55:10;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/21/2021 15:05:00;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/21/2021 15:45:10;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;facil agil y practica
4/21/2021 16:12:43;SI;SI;SI;Satisfactoria;Buena;Entrega en su domicilio real;
4/21/2021 16:33:12;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/21/2021 17:22:58;NO;SI;NO;Poco satisfactoria;Regular;Recepción por correo electrónico;
4/22/2021 8:17:05;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/22/2021 9:42:53;NO;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
4/22/2021 10:08:31;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
4/22/2021 10:10:13;SI;SI;NO;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/22/2021 10:20:18;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;Siempre me han respondido satifactoriamente en mis trámites, pero el último que hice aún nada y ya lleva 10 días de iniciado
4/22/2021 10:46:02;NO;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;Excelente servicio , comparado con otras jurisdicicones del pais
4/22/2021 11:20:24;NO;SI;NO;Poco satisfactoria;Regular;Entrega en su domicilio real;
4/22/2021 11:22:36;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/22/2021 11:28:00;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/22/2021 12:21:05;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/22/2021 12:24:19;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/22/2021 12:28:06;SI;SI;NO;Nada satisfactoria;Mala;Descarga de la página web de ATM;"Como pueden demorar semanas en responder expedientes electronicos, ya que no atienden de forma presencial, podrian agilizar el tratamiento de los expedientes.
Es terrible la atención, la demora, las millones de constancias que piden, los ""peros"" que ponen, como para variar, oficina pública, UN DESASTRE, casi tanto como el gobierno de Suárez, solo les interesa recaudar y recaudar, encima que uno esta predipuesta a cumplir con todas las normas e impuestos, pareciera que te toman el pelo con lo que demoran en resolver trámites, si es que demoran... HASTA RETENCIONES EN DOLARES ME HACEN!!!! 
Son un verdadero desastre!"
4/22/2021 12:35:31;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;NINGUNA 
4/22/2021 13:10:40;NO;SI;SI;Muy satisfactoria;Muy Buena;nunca he recibido;
4/22/2021 13:24:57;SI;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;Debe utilizarse un lenguaje sencillo para que cualquier contribuyente pueda entender como hacer un trámite electronico. Debe poder abrirse globos de ayuda e instructivos mientras se hace un trámite electrónico, para que ante cualquier duda, pueda evacuarse y seguir y no abortar. Debe extenderse el plazo para acreditar el pago del boleto de sellos, ya que el cliente a veces nos envía el comprobante el último día y si no hay conectividad, archivan el expediente y luego hay que crear otro trámite para poder enviarlo.
4/22/2021 13:31:31;NO;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
4/22/2021 13:52:15;SI;SI;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;Cómo se puede facilitar la baja definitiva del monotributo o MUM? Es tan complicado comprender la terminología que utilizan para alguien que no entiende mucho de procedimientos legales y contables. No tengo contador que me ayude y la verdad se me hace difícil.
4/22/2021 14:04:24;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/22/2021 14:19:03;SI;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;El día 26 de diciembre de 2020 realicé el pago de mis cuentas pendientes mediante la modalidad de débito bancario. La idea era que cancelando antes del 31 de diciembre pudiera obtener los descuentos para el año siguiente. El sistema automáticamente y sin advertirme, generó el pago con una fecha diferida posterior al día de pago y posterior al 31 de diciembre. Al no advertir el débito en mi cuenta de banco, intenté hacer el pago por otros medios, pero el sistema bloqueó cualquier otra posibilidad. Con lo cual perdí los descuentos para el año 2021. Generé un expediente para que me lo reconozcan, pero todavía no tengo respuesta.
4/22/2021 14:21:21;NO;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
4/22/2021 15:06:46;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/22/2021 15:56:00;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
4/22/2021 16:21:52;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/22/2021 16:37:29;SI;SI;SI;Satisfactoria;Muy Buena;Recepción por correo electrónico;
4/22/2021 17:53:03;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/22/2021 18:46:30;NO;SI;SI;Satisfactoria;Buena;ME LLEGABA A MI DOMICILIO Y EN LOS ÚLTIMOS 4 AÑOS NO LLEGO;SIN COMENTARIOS
4/22/2021 20:18:52;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;LOS EXPEDIENTES ELECTRÓNICOS NO SON RESUELTOS CON CELERIDAD Y MUCHO MENOS CLARIDAD. TERMINO SACANDO TURNO PRESENCIAL EN ATM Y MUY POCA GENTE QUE CONOZCA LOS TEMAS ATIENDE... NO FUNCIONA EL SISTEMA
4/22/2021 21:14:58;NO;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
4/22/2021 23:04:54;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/23/2021 9:50:08;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/23/2021 10:48:09;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;ME SIENTO ESTAFADA, HE PAGADO EL TOTAL DEL ANUAL EN TIMPO Y FORMA CON BOLETO GENERADO POR ATM, Y MIENTRAS A OTROS SE LES BAJO EL IMPUESTO, YO POR PAGAR EN TIEMPO Y FORMA TENGO DEUDA CON INTERES Y PERDIDA DEL DERECHO AL DESCUENTO POR PAGO ANUAL, NECESITO SOLUCION INMEDIATA O DEMANDARÉ LA IRREGULARIDAD.
4/23/2021 10:49:21;NO;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/23/2021 11:02:51;SI;SI;NO;Muy satisfactoria;Muy Buena;Avisa el contador;Es difícil entender el progreso del expediente y su consulta
4/23/2021 11:06:49;SI;SI;SI;Satisfactoria;Muy Buena;Recepción por correo electrónico;Ojalá sigamos trabajando de esta manera, vía internet, ya que ahorra tiempo y costos.
4/23/2021 13:15:26;SI;SI;NO;Nada satisfactoria;Buena;Descarga de la página web de ATM;Es necesario que trabajen y resuelvan los expediente electronicos y solucionan los problemas de los contribuyentes. Cometen muchos errores los empleados . El que toco para resolver el problema sr. Murua no avanza con la solucion de los problemas
4/23/2021 13:21:11;SI;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;Poder dar de baja el domicilio real y dar de baja rentas cuando ya no ejerces actividad dentro de esa provincia.
4/23/2021 13:32:26;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;Mayor atención telefónica.
4/23/2021 13:33:44;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
4/23/2021 13:33:51;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;INSTRUMENTAR UN SISTEMA AGIL  PARA CONSULTAS DE PROFESIONALES CON PERSONAL FORMADO EN LA MATERIA (IMPUESTO INGRESOS BRUTOS, REGIMENES DE RECAUDACION )
4/23/2021 13:45:11;NO;NO;NO;Nada satisfactoria;Mala;Descarga de la página web de ATM;
4/23/2021 14:09:04;NO;NO;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
4/23/2021 15:43:41;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/23/2021 15:47:39;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/23/2021 18:27:16;NO;SI;SI;Satisfactoria;Muy Buena;Recepción por correo electrónico;
4/23/2021 18:33:48;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/23/2021 19:47:43;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/23/2021 20:24:18;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/24/2021 8:17:25;SI;SI;NO;Nada satisfactoria;Regular;Descarga de la página web de ATM;DEBEN RESPONDER LOS TRAMITES ON LINE- A TIEMPO LLEVO DOS UNO DE FEBRERO OTRO DE MARZO EE 1175-2021 Y EE 21124-2021 DEL 20/02/2021 Y EL OTRO DEL 23/03/2021 Y NO PUEDE SER QUE HAGA OTRO EXPEDIENTE PARA QUE POR FAVOR RESPONDAN EL PRIMERO  YA QUE EL SEGUNDO QUE HICE FUE PARA QUE CONTESTEN EL PRIMERO.. 
4/24/2021 11:31:22;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/24/2021 11:43:20;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/24/2021 14:33:19;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/24/2021 19:09:07;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;estoy esperando una solución hace 4 años sin resolver  ¿Qué puedo sugerir?
4/24/2021 20:19:46;NO;SI;NO;Poco satisfactoria;Buena;Entrega en su domicilio real;
4/25/2021 15:27:16;SI;NO;NO;Nada satisfactoria;Mala;Descarga de la página web de ATM;La plataforma de atm es una porquería. Complicadísima, Inentendible, no funciona. No se puede liquidar tasa de justicia. Tramitar un expediente electrónico para liquidar tasa de justicia o aprobar un plano de mensura es un auténtico infierno. Manejo plataformas del POder Judicial, ANSES, AFIP, DGE, etcétera. No es nuevo para mí. Pero nada más ridículo que la plataforma de ATM. Osvaldo Vega.
4/25/2021 18:08:18;SI;NO;NO;Nada satisfactoria;Mala;Descarga de la página web de ATM;FAVOR CONSUNTEN CON UN ABOGADO CÓMO MEJORAR LA PLATAFORMA PARA LIQUIDACIÓN DE TASA DE JUSTICIA. ES EXTREMADAMENTE COMPLEJA INUTILMENTE. OSVALDO VEGA
4/25/2021 18:29:32;SI;NO;NO;Nada satisfactoria;Mala;Descarga de la página web de ATM;Lamento que en momentos tan difíciles como los que transitamos, sea TAN DIFICIL encontrar una forma satisfactoria de solucionar un problema que, en definitiva, corresponde al respeto que se me debe como contribuyente responsable de mis obligaciones. 
4/25/2021 21:08:56;SI;SI;SI;Poco satisfactoria;Buena;Entrega en su domicilio real;
4/26/2021 7:56:20;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/26/2021 9:04:21;SI;SI;NO;Nada satisfactoria;Mala;Descarga de la página web de ATM;
4/26/2021 9:20:35;SI;SI;SI;Satisfactoria;Buena;HOME BANKING;
4/26/2021 9:44:17;NO;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;he iniciado un trmite asi que no puedo contestar como resulto
4/26/2021 10:16:34;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;Muy bueno!
4/26/2021 10:25:21;SI;SI;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;HAY TRAMITES QUE DEPENDE EN LAS MANOS DE QUIEN CAIGA LOS RESUELVE CON RAPIDEZ, EN CAMBIO OTROS TARDAN MAS DE UN MES EN RESOLVER
4/26/2021 10:34:43;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/26/2021 10:52:10;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/26/2021 11:02:58;NO;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
4/26/2021 11:36:33;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/26/2021 11:51:01;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;Que el sistema se abra con Google Crown
4/26/2021 11:59:50;NO;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;Para un trámite de sellado de contrato alquiler vivienda hay dificultades cuando hay algún problema. En las preguntas y repuestas  frecuentes no aparece nada en caso de cuestiones que no se pueden resolver en forma lineal (avaluaos, valor locativo de referencia, o algún problema que no termina de cerrar en el contrato). Tuvimos varios intentos on line y tuvimos que recurrir personalmente a ATM para asesorar y volver al tramite on line pero con la consigna apropiada.
4/26/2021 12:11:35;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/26/2021 13:18:33;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/26/2021 13:20:26;NO;NO;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
4/26/2021 13:23:07;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/26/2021 13:29:35;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/26/2021 13:36:50;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;Las solicitudes de sellado de ordenes de compra tienen una demora que considero excesiva  y que afecta notablemente la gestión de presentación de facturas para el cobro
4/26/2021 14:37:44;NO;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/26/2021 15:09:45;SI;SI;SI;Satisfactoria;Muy Buena;Recepción por correo electrónico;
4/26/2021 15:17:03;NO;SI;SI;Satisfactoria;Buena;recibir por correo electrónico;quisiera recepción por correo electrónico . pague antes de modificaciones y tengo problemas
4/26/2021 15:33:56;SI;SI;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;más claridad en el menú para acceder a las opciones de oficina virtual. Menú muy chicos y poco intuitivos. 
4/26/2021 15:57:48;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/26/2021 16:24:34;NO;SI;SI;Satisfactoria;Buena;No aplica;
4/26/2021 16:30:44;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
4/26/2021 17:39:14;NO;SI;SI;Satisfactoria;Regular;por Home Banking;agregar un teléfono para consultas y que atiendan los llamados.
4/26/2021 17:40:29;SI;SI;NO;Nada satisfactoria;Mala;Descarga de la página web de ATM;ME PARECE TOTALMENTE ANTI EMPATICO QUE EN LA SUCURSAL DE SAN MARTIN DEJEN A LA GENTE ESPERANDO AFUERA (MUCHOS DE ELLOS ANCIANOS MUY MAYORES DE EDAD) SIENDO QUE CUENTAN CON  SUFICIENTE ESPACIO PARA HACER PASAR A UNA CANTIDAD AUNQUE SEA MINIMA. Y LA ATENCION ES PAUPERRIMA, LENTA Y DE MALA GANA.
4/26/2021 17:56:08;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/26/2021 18:38:47;SI;SI;SI;Satisfactoria;Regular;Recepción por correo electrónico;
4/26/2021 19:00:34;SI;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
4/26/2021 19:05:04;NO;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
